id,overlapping,under_carbon,over_carbon,isolated
optimized_MOF_net-anh_node1-N81_node2-N66_edge1-E13_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-cml_node1-N61_node2-orgN3_edge1-none_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-wbl_node1-N54_node2-N29_edge1-none_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N15_node2-orgN23_edge1-none_Chen_Manz_mofchecker,TRUE,TRUE,FALSE,FALSE
optimized_MOF_net-ssa_node1-N24_node2-orgN15_edge1-E7_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-ssa_node1-N41_node2-orgN15_edge1-E10_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-tsx_node1-N19_node2-orgN8_edge1-E15_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-llk_node1-N72_node2-orgN9_edge1-E15_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-ssa_node1-N57_node2-orgN15_edge1-E13_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N43_node2-orgN22_edge1-E3_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-nom_node1-N42_node2-orgN21_edge1-E10_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-sqc_node1-N77_node2-orgN19_edge1-E0_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N12_node2-orgN11_edge1-none_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N70_node2-orgN23_edge1-E3_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N20_node2-orgN3_edge1-E2_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-anh_node1-N81_node2-N83_edge1-E13_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N36_node2-orgN5_edge1-E15_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pts_node1-N57_node2-N10_edge1-E2_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,TRUE
optimized_MOF_net-pts_node1-N73_node2-orgN21_edge1-E14_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N52_node2-orgN26_edge1-E5_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N28_node2-orgN5_edge1-E8_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-rtl_node1-N83_node2-N49_edge1-E10_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-tsx_node1-N81_node2-orgN8_edge1-E7_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-nom_node1-N78_node2-orgN1_edge1-E10_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-cml_node1-N66_node2-N61_edge1-E13_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pth_node1-N73_node2-orgN19_edge1-E4_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pry_node1-N19_node2-orgN23_edge1-E0_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pth_node1-N18_node2-orgN19_edge1-E15_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-ssa_node1-N54_node2-orgN10_edge1-none_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,TRUE
optimized_MOF_net-pto_node1-N41_node2-orgN17_edge1-E0_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N66_node2-N70_edge1-E14_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-llj_node1-N72_node2-orgN8_edge1-E2_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N16_node2-orgN26_edge1-E0_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-tbo_node1-N83_node2-orgN18_edge1-E2_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-nia_node1-N44_node2-N52_edge1-E15_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N30_node2-orgN23_edge1-E7_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-sit_node1-N52_node2-orgN3_edge1-E0_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-nom_node1-N10_node2-orgN21_edge1-E0_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,TRUE
optimized_MOF_net-eea_node1-N58_node2-orgN8_edge1-E7_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-rtl_node1-N28_node2-orgN9_edge1-E4_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pry_node1-N81_node2-orgN14_edge1-E0_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N33_node2-orgN23_edge1-E3_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-sqc_node1-N80_node2-orgN1_edge1-E8_Chen_Manz_mofchecker,TRUE,FALSE,FALSE,FALSE
optimized_MOF_net-csq_node1-N57_node2-N77_edge1-E0_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N39_node2-orgN3_edge1-E3_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-apo_node1-N83_node2-N46_edge1-E7_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N39_node2-orgN2_edge1-E13_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-nom_node1-N18_node2-orgN21_edge1-E14_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-anh_node1-N36_node2-orgN3_edge1-E0_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pto_node1-N57_node2-orgN8_edge1-E3_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-rtl_node1-N28_node2-orgN5_edge1-E4_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N46_node2-orgN14_edge1-E14_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-ocu_node1-N81_node2-N9_edge1-E3_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-cor_node1-N18_node2-N52_edge1-E7_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pts_node1-N54_node2-N79_edge1-E6_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,TRUE
optimized_MOF_net-ssa_node1-N57_node2-orgN15_edge1-E8_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pth_node1-N74_node2-orgN18_edge1-E9_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-eea_node1-N58_node2-orgN3_edge1-E3_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N15_node2-orgN23_edge1-E15_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N39_node2-orgN23_edge1-E13_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pth_node1-N74_node2-orgN18_edge1-E14_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pth_node1-N78_node2-orgN19_edge1-E4_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-ssa_node1-N24_node2-N24_edge1-E10_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N39_node2-orgN2_edge1-E15_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pth_node1-N78_node2-orgN19_edge1-E5_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-ssa_node1-N57_node2-orgN19_edge1-none_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-rtl_node1-N48_node2-orgN22_edge1-E10_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N66_node2-N13_edge1-E2_Chen_Manz_mofchecker,TRUE,FALSE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N48_node2-orgN26_edge1-E5_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-scu_node1-N80_node2-orgN13_edge1-E14_Chen_Manz_mofchecker,TRUE,FALSE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N49_node2-orgN17_edge1-E1_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,TRUE
optimized_MOF_net-rtl_node1-N28_node2-orgN3_edge1-E3_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pry_node1-N81_node2-orgN22_edge1-E8_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-ssa_node1-N57_node2-N41_edge1-E1_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N13_node2-orgN22_edge1-E14_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-nom_node1-N42_node2-orgN18_edge1-E8_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-llj_node1-N72_node2-orgN8_edge1-E14_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-dag_node1-N38_node2-orgN26_edge1-E3_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pry_node1-N52_node2-orgN11_edge1-E2_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-anh_node1-N53_node2-orgN2_edge1-E8_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-nom_node1-N42_node2-orgN19_edge1-E7_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N16_node2-orgN26_edge1-E3_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-ssa_node1-N41_node2-orgN15_edge1-E15_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N36_node2-orgN23_edge1-E2_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-ctn_node1-N78_node2-orgN23_edge1-E13_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N36_node2-orgN17_edge1-E5_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-rtl_node1-N66_node2-N46_edge1-E0_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pth_node1-N78_node2-orgN18_edge1-E7_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-tsx_node1-N49_node2-orgN9_edge1-none_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pry_node1-N28_node2-orgN5_edge1-E5_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pry_node1-N81_node2-orgN5_edge1-E3_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N28_node2-orgN26_edge1-E7_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-tsx_node1-N81_node2-orgN3_edge1-E13_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-cml_node1-N38_node2-orgN3_edge1-E14_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-soc_node1-N24_node2-N30_edge1-E10_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N70_node2-orgN17_edge1-E14_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pth_node1-N74_node2-N41_edge1-none_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-tsx_node1-N81_node2-N66_edge1-E14_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-rtl_node1-N49_node2-orgN9_edge1-E1_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,TRUE
optimized_MOF_net-nia_node1-N70_node2-N52_edge1-none_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N83_node2-N49_edge1-E5_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-nom_node1-N74_node2-orgN19_edge1-E1_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N53_node2-orgN5_edge1-E10_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N66_node2-N48_edge1-E3_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-apo_node1-N48_node2-orgN5_edge1-E13_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-ocu_node1-N81_node2-N31_edge1-E13_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N15_node2-orgN2_edge1-E15_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-ssa_node1-N24_node2-N54_edge1-E14_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,TRUE
optimized_MOF_net-tsx_node1-N39_node2-N83_edge1-E1_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pto_node1-N83_node2-N57_edge1-E0_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N66_node2-N14_edge1-E1_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-rtl_node1-N81_node2-orgN14_edge1-E9_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pth_node1-N18_node2-orgN20_edge1-E13_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,TRUE
optimized_MOF_net-zzz_node1-N33_node2-orgN8_edge1-E13_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-ssa_node1-N41_node2-orgN18_edge1-E0_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N14_node2-orgN5_edge1-E1_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N69_node2-orgN26_edge1-E1_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-rtl_node1-N83_node2-N49_edge1-E2_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-zfj_node1-N0_edge1-E0_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N53_node2-orgN9_edge1-E15_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pts_node1-N79_node2-orgN18_edge1-E0_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,TRUE
optimized_MOF_net-zzz_node1-N28_node2-orgN8_edge1-E0_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-ant_node1-N52_node2-orgN26_edge1-E13_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-sqc_node1-N77_node2-orgN19_edge1-E1_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N36_node2-orgN3_edge1-E15_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-anh_node1-N30_node2-orgN3_edge1-E2_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N14_node2-orgN23_edge1-E13_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-ssc_node1-N18_node2-orgN15_edge1-E8_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-apo_node1-N46_node2-orgN5_edge1-E10_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N81_node2-orgN8_edge1-E7_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N69_node2-orgN17_edge1-E15_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N43_node2-orgN23_edge1-E5_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-tsx_node1-N49_node2-orgN22_edge1-E7_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pth_node1-N74_node2-N41_edge1-E13_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-scu_node1-N31_node2-N41_edge1-E15_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-ocu_node1-N28_node2-N80_edge1-none_Chen_Manz_mofchecker,TRUE,FALSE,FALSE,FALSE
optimized_MOF_net-cor_node1-N18_node2-N52_edge1-E5_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N14_node2-orgN5_edge1-E1_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N48_node2-orgN2_edge1-E3_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-ocu_node1-N53_node2-N80_edge1-E2_Chen_Manz_mofchecker,TRUE,TRUE,FALSE,FALSE
optimized_MOF_net-nia_node1-N45_node2-N52_edge1-E14_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pth_node1-N78_node2-N41_edge1-E4_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pry_node1-N19_node2-orgN3_edge1-E8_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-rtl_node1-N83_node2-N81_edge1-E15_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-tsx_node1-N81_node2-N83_edge1-E15_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N69_node2-orgN2_edge1-E2_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pto_node1-N66_node2-N41_edge1-E14_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N36_node2-orgN9_edge1-E5_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N13_node2-orgN26_edge1-E3_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pth_node1-N10_node2-orgN19_edge1-E0_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,TRUE
optimized_MOF_net-bwt_node1-N83_node2-orgN23_edge1-E2_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-rtl_node1-N81_node2-orgN22_edge1-E7_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-bcu-b_node1-N76_node2-N76_edge1-E4_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pth_node1-N79_node2-N41_edge1-E5_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,TRUE
optimized_MOF_net-apo_node1-N44_node2-orgN17_edge1-E3_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N17_node2-orgN14_edge1-E7_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-rtl_node1-N66_node2-N19_edge1-none_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pth_node1-N42_node2-orgN20_edge1-E3_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pry_node1-N49_node2-orgN22_edge1-E7_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,TRUE
optimized_MOF_net-sqc_node1-N77_node2-orgN19_edge1-E14_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pth_node1-N10_node2-N41_edge1-E5_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,TRUE
optimized_MOF_net-pth_node1-N55_node2-orgN20_edge1-E8_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,TRUE
optimized_MOF_net-pth_node1-N18_node2-N41_edge1-E9_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-anh_node1-N81_node2-orgN9_edge1-E9_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N70_node2-orgN3_edge1-E14_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N30_node2-orgN5_edge1-E7_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N70_node2-orgN14_edge1-E14_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N66_node2-N17_edge1-E14_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N70_node2-orgN17_edge1-E1_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N58_node2-orgN3_edge1-E1_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pts_node1-N57_node2-N10_edge1-E0_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,TRUE
optimized_MOF_net-sqc_node1-N77_node2-orgN10_edge1-E7_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pry_node1-N81_node2-orgN23_edge1-E1_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-tsx_node1-N39_node2-orgN8_edge1-E2_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pth_node1-N18_node2-orgN21_edge1-E7_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-rtl_node1-N48_node2-orgN17_edge1-E14_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-sqc_node1-N80_node2-orgN18_edge1-E13_Chen_Manz_mofchecker,TRUE,FALSE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N30_node2-orgN14_edge1-E1_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-wbl_node1-N18_node2-orgN19_edge1-E7_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N39_node2-orgN11_edge1-E10_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pth_node1-N29_node2-orgN19_edge1-E10_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-tsx_node1-N52_node2-orgN8_edge1-E9_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-eea_node1-N33_node2-orgN5_edge1-E8_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-ssa_node1-N57_node2-orgN21_edge1-none_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-llj_node1-N72_node2-orgN3_edge1-E0_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-csq_node1-N57_node2-N76_edge1-E7_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-tsx_node1-N52_node2-orgN14_edge1-E14_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-tsx_node1-N28_node2-orgN14_edge1-E4_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-zzz_node1-N36_node2-orgN17_edge1-E8_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-rtl_node1-N49_node2-orgN5_edge1-E8_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-pry_node1-N81_node2-orgN14_edge1-none_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N53_node2-orgN11_edge1-E8_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-tsx_node1-N49_node2-orgN9_edge1-E14_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,TRUE
optimized_MOF_net-pyr_node1-N13_node2-orgN5_edge1-E1_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-wbl_node1-N54_node2-N29_edge1-E8_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-rtl_node1-N66_node2-N28_edge1-E2_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-ctn_node1-N73_node2-orgN14_edge1-E3_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pto_node1-N41_node2-orgN3_edge1-E1_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-gar_node1-N10_node2-N33_edge1-none_Chen_Manz_mofchecker,TRUE,TRUE,FALSE,TRUE
optimized_MOF_net-pry_node1-N49_node2-orgN8_edge1-E15_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,TRUE
optimized_MOF_net-pth_node1-N73_node2-N57_edge1-E14_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
optimized_MOF_net-pyr_node1-N66_node2-N15_edge1-none_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,TRUE
optimized_MOF_net-rtl_node1-N28_node2-orgN26_edge1-E5_Chen_Manz_mofchecker,FALSE,TRUE,FALSE,FALSE
optimized_MOF_net-scu_node1-N80_node2-N57_edge1-none_Chen_Manz_mofchecker,TRUE,FALSE,FALSE,FALSE
optimized_MOF_net-pth_node1-N55_node2-N57_edge1-none_Chen_Manz_mofchecker,FALSE,FALSE,FALSE,FALSE
